#;Kode;PST;GI/Penghantar;Functloc;ID;SID;Merk;Type;Volt;Phasa;Penempatan;Line;Ket.;Attribute 1;Attribute 2;Attribute 3;Attribute 4;Attribute 5;Attribute 6;Attribute 7;Attribute 8
969;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000010;-;NGK;KERAMIK;500;R;Arah T2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
970;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000011;-;NGK;KERAMIK;500;S;Arah T2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
971;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000012;-;NGK;KERAMIK;500;T;Arah T2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
972;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000013;-;NGK;KERAMIK;500;R;Pht 1 support;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
973;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000014;-;NGK;KERAMIK;500;S;Pht 1 support;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
974;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000015;-;NGK;KERAMIK;500;T;Pht 1 support;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
975;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000016;-;NGK;KERAMIK;500;R;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
976;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000017;-;NGK;KERAMIK;500;S;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
977;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0001;IS351816916800000018;-;NGK;KERAMIK;500;T;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
978;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0002;IS351816916800000019;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
979;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0002;IS351816916800000020;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
980;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0002;IS351816916800000021;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
981;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0002;IS351816916800000022;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
982;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0002;IS351816916800000023;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
983;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0002;IS351816916800000024;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
984;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000025;-;NGK;KERAMIK;500;R;pht 1 arah T2;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
985;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000026;-;NGK;KERAMIK;500;R;pht 2 arah T2;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
986;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000027;-;NGK;KERAMIK;500;S;pht 1 arah T4;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
987;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000028;-;NGK;KERAMIK;500;S;pht 2 arah T4;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
988;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000029;-;NGK;KERAMIK;500;T;pht 1 arah T2;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
989;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000030;-;NGK;KERAMIK;500;T;pht 2 arah T2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
990;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000031;-;NGK;KERAMIK;500;R;pht 1 arah T4;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
991;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000032;-;NGK;KERAMIK;500;R;pht 2 arah T4;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
992;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000033;-;NGK;KERAMIK;500;S;pht 1 arah T2;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
993;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000034;-;NGK;KERAMIK;500;S;pht 2 arah T2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
994;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000035;-;NGK;KERAMIK;500;T;pht 1 arah T4;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
995;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000036;-;NGK;KERAMIK;500;T;pht 2 arah T4;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
996;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000037;-;NGK;KERAMIK;500;R;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
997;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000038;-;NGK;KERAMIK;500;S;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
998;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0003;IS351816916800000039;-;NGK;KERAMIK;500;T;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
999;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000040;-;NGK;KERAMIK;500;R;pht 1 arah T3;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1000;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000041;-;NGK;KERAMIK;500;R;pht 2 arah T3;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1001;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000042;-;NGK;KERAMIK;500;S;pht 1 arah T5;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1002;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000043;-;NGK;KERAMIK;500;S;pht 2 arah T5;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1003;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000044;-;NGK;KERAMIK;500;T;pht 1 arah T3;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1004;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000045;-;NGK;KERAMIK;500;T;pht 2 arah T3;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1005;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000046;-;NGK;KERAMIK;500;R;pht 1 arah T5;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1006;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000047;-;NGK;KERAMIK;500;R;pht 2 arah T5;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1007;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000048;-;NGK;KERAMIK;500;S;pht 1 arah T3;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1008;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000049;-;NGK;KERAMIK;500;S;pht 2 arah T3;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1009;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000050;-;NGK;KERAMIK;500;T;pht 1 arah T5;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1010;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000051;-;NGK;KERAMIK;500;T;pht 2 arah T5;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1011;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000052;-;NGK;KERAMIK;500;R;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1012;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000053;-;NGK;KERAMIK;500;S;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1013;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0004;IS351816916800000054;-;NGK;KERAMIK;500;T;Pht 2 support;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1014;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0005;IS351816916800000055;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1015;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0005;IS351816916800000056;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1016;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0005;IS351816916800000057;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1017;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0005;IS351816916800000058;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1018;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0005;IS351816916800000059;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1019;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0005;IS351816916800000060;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1020;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0006;IS351816916800000061;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1021;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0006;IS351816916800000062;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1022;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0006;IS351816916800000063;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1023;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0006;IS351816916800000064;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1024;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0006;IS351816916800000065;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1025;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0006;IS351816916800000066;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1026;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0007;IS351816916800000067;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1027;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0007;IS351816916800000068;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1028;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0007;IS351816916800000069;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1029;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0007;IS351816916800000070;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1030;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0007;IS351816916800000071;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1031;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0007;IS351816916800000072;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1032;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0008;IS351816916800000073;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1033;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0008;IS351816916800000074;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1034;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0008;IS351816916800000075;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1035;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0008;IS351816916800000076;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1036;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0008;IS351816916800000077;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1037;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0008;IS351816916800000078;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1038;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0009;IS351816916800000079;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1039;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0009;IS351816916800000080;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1040;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0009;IS351816916800000081;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1041;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0009;IS351816916800000082;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1042;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0009;IS351816916800000083;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1043;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0009;IS351816916800000084;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1044;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0010;IS351816916800000085;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1045;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0010;IS351816916800000086;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1046;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0010;IS351816916800000087;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1047;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0010;IS351816916800000088;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1048;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0010;IS351816916800000089;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1049;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0010;IS351816916800000090;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1050;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0011;IS351816916800000091;-;NGK;KERAMIK;500;R;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1051;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0011;IS351816916800000092;-;NGK;KERAMIK;500;S;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1052;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0011;IS351816916800000093;-;NGK;KERAMIK;500;T;Pht 1;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1053;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0011;IS351816916800000094;-;NGK;KERAMIK;500;R;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1054;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0011;IS351816916800000095;-;NGK;KERAMIK;500;S;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1055;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0011;IS351816916800000096;-;NGK;KERAMIK;500;T;Pht 2;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1056;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000097;-;NGK;KERAMIK;500;R;pht 1 arah T11;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1057;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000098;-;NGK;KERAMIK;500;R;pht 2 arah T11;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1058;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000099;-;NGK;KERAMIK;500;R;pht 1 arah T13;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1059;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000100;-;NGK;KERAMIK;500;R;pht 2 arah T13;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1060;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000101;-;NGK;KERAMIK;500;S;pht 1 arah T11;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1061;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000102;-;NGK;KERAMIK;500;S;pht 2 arah T11;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1062;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000103;-;NGK;KERAMIK;500;S;pht 1 arah T13;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
1063;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000104;-;NGK;KERAMIK;500;S;pht 2 arah T13;TRS 500kV MUARATAWAR-SUKATANI #2;-;-;-;-;-;-;-;-;-
1064;IS;Isolator dan Stringset;TRS 500kV MUARATAWAR-SUKATANI;TOWER SUTET 500kV MRTWR-SKTNI #0012;IS351816916800000105;-;NGK;KERAMIK;500;T;pht 1 arah T11;TRS 500kV MUARATAWAR-SUKATANI #1;-;-;-;-;-;-;-;-;-
